text,language,category,severity
"Bridge collapse ho chuka hai aur vehicles river me drop ho gaye hain, disaster response hospital ke paas.",hinglish,bridge_damage,critical
"Please help, Residents are facing an immediate safety risk near the school.",en,other,critical
गहरे गड्ढों के कारण सड़क पर भारी जाम लग रहा है गांव के प्रवेश द्वार पर।,hi,road_damage,high
Residents are facing water shortages near the bus stand.,en,water_supply,medium
"Urgent, The water supply has completely stopped in our locality.",en,water_supply,high
জলের চাপ কিছুটা কম আসছে আবাসিক এলাকায়।,bn,water_supply,low
झाड़ियों में आग भड़क रही है गांव के प्रवेश द्वार पर।,hi,fire,medium
Garbage ki wajah se aas-paas ke log pareshaan hain market ke paas.,hinglish,garbage,medium
নদীর জল সামান্য বাড়তে শুরু করেছে গ্রামের প্রবেশপথে।,bn,flood,low
"कृपया ध्यान दें, झाड़ियों में आग भड़क रही है हमारे इलाके में।",hi,fire,medium
"পুরো ভবন সম্পূর্ণ ধসে পড়েছে, জরুরি উদ্ধার কাজ শুরু করুন হাসপাতালের কাছে।",bn,building_damage,critical
"Please help, The building structure appears unsafe at the village entrance.",en,building_damage,medium
खुले नाले और मैनहोल से किसी की जान जा सकती है तुरंत ढक्कन लगाएं गांव के प्रवेश द्वार पर।,hi,drainage,critical
"Please action lo, Sadakon par flood ka paani chad gaya hai hamare area mein.",hinglish,flood,medium
The community dustbin is full and waste is spilling out near the railway station.,en,garbage,medium
क्षेत्र का सामान्य निरीक्षण करने का अनुरोध है हमारे इलाके में।,hi,other,low
Public infrastructure me problem hone se log trouble face kar rahe hain community center ke paas.,hinglish,other,medium
"দয়া করে সাহায্য করুন, নর্দমা আটকে যাওয়ায় নিকাশি সমস্যা হচ্ছে কমিউনিটি সেন্টারের কাছে।",bn,drainage,medium
ভয়াবহ জননিরাপত্তাজনিত ঝুঁকি দেখা দিয়েছে আবাসিক এলাকায়।,bn,other,critical
"Kindly check, Drain burst ho gaya hai aur contaminated water se bacchon ki jaan ko khatra hai hospital ke paas.",hinglish,drainage,critical
সেতু ভেঙে নদীতে পড়ে গেছে এবং চলাচল সম্পূর্ণ বিচ্ছিন্ন স্কুলের কাছে।,bn,bridge_damage,critical
"ভয়াবহ বন্যায় মানুষ ছাদের উপর আটকা পড়েছে, দ্রুত উদ্ধারকারী দল প্রয়োজন বাজারের কাছে।",bn,flood,critical
